timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-14T18:45:05,mbpo_HalfCheetah-v5_seed14577,29423945-e60c-48eb-bcf0-6401f3d8e03a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,90.00530054600313,0.041422226736497904,0.0004602198591107015,25.016211222479562,73.18230081334936,20.0,0.02135097523048872,0.07014548778301216,0.01723756175746101,0.10873402477096179,0.0,Germany,DEU,baden-wurttemberg,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.43,3.14.4,3.3.0,24,Intel(R) Core(TM) Ultra 9 285K,1,1 x NVIDIA GeForce RTX 5090,9.2986,48.7383,60.81614303588867,machine,0.1707865168539326,0.033707865168539325,12.307865168539326,7.492706941754631,N,1.0,0.0
